pernos,initials,sex,address,postcode,mobNumber,homeNumber,workNumber,marketing,goneAway,value
7853,EK,1,"296 King mall, Denisemouth, LA0 4ED",LA0 4ED,+44(0)1514960045,(0141) 496 0620,0131 496 0661,yes,0,30433.662561133126
7854,GH,1,"471 Barton via, Port Kimside, CB0B 3XX",CB0B 3XX,+448081570174,+44(0)1314960162,+44121 496 0368,no,1,710.0
7855,VZ,0,"7 Warren trail, Ellismouth, M00 2LU",M00 2LU,(0161)4960426,+44(0)117 4960048,+44113 4960784,no,0,710.0
7856,WF,1,"33 Griffiths station, Peterberg, EN9Y 0YX",EN9Y 0YX,(0117) 496 0833,+44(0)909 879 0030,+44(0)29 2018043,no,0,710.0
7857,LC,2,"55 Karl trace, East Christopher, N40 2ZQ",N40 2ZQ,+44151 496 0342,+44(0)113 496 0115,0116 496 0660,no,0,149161.019064823
7858,RF,1,"954 Crawford mission, New Ashleighstad, CH7 8LZ",CH7 8LZ,+44(0)289018127,(0118)4960080,(0306)9990932,no,0,31712.238495582897
7859,KU,1,"05 Alex mill, East Ericland, IM8 3YJ",IM8 3YJ,+44(0)115 4960768,(029) 2018942,+4420 74960643,no,0,710.0
7860,UU,1,"615 Murphy manors, Port Tracy, L0U 2LQ",L0U 2LQ,(0117) 496 0491,0808 157 0766,+44(0)1214960450,no,0,710.0
7861,XA,0,"Studio 75, Baker union, Lake Jordanview, N1 1HJ",N1 1HJ,+441214960223,0161 496 0956,+44(0)117 496 0789,no,0,105799.6413930434
7862,ZD,1,"02 Taylor drives, Akhtarmouth, M40 0BZ",M40 0BZ,0121 496 0167,+44151 496 0063,(0115)4960099,yes,0,124934.67410096795
7863,AZ,2,"Flat 70, Damien forge, Ronaldport, M5 3HQ",M5 3HQ,(0141)4960637,(0151)4960191,+44(0)131 4960431,yes,0,145531.41832436682
7864,RX,1,"8 Kelly dale, Atkinsview, E9 3ZJ",E9 3ZJ,+44(0)289018417,(020) 7496 0667,0289018775,no,0,31175.44645610443
7865,CR,2,"0 Amber cape, Briantown, E1B 0PB",E1B 0PB,(0141)4960061,+44(0)114 496 0252,+44(0)161 4960646,no,0,33242.974038425375
7866,SU,2,"040 Smith spurs, East Frederick, N93 4HS",N93 4HS,+44(0)20 74960625,+441164960684,+441514960447,yes,0,30518.899134863343
7867,LW,1,"Flat 9, Walsh stream, Lake Brett, IP3M 9PB",IP3M 9PB,+44(0)141 496 0161,+44151 4960250,+441514960814,no,0,213528.6786750967
7868,EV,1,"15 Ross point, North Joe, BD34 8FG",BD34 8FG,+44(0)9098790429,0191 4960049,(0151) 496 0446,yes,1,710.0
7869,NO,1,"Flat 58v, Jenkins point, Lake Aaronville, DH64 8XB",DH64 8XB,(0808) 157 0477,+44(0)113 496 0960,0116 496 0751,yes,1,243677.18119389005
7870,XV,0,"Studio 8, Shane stravenue, West Nathanchester, LD74 5EA",LD74 5EA,+4429 2018287,01144960964,+44(0)28 9018486,no,0,32384.956432259987
7871,BK,1,"56 Douglas rest, East Elaineport, W7 0WN",W7 0WN,08081570281,(020)74960220,(0114) 496 0626,yes,0,184377.96891732948
7872,LG,0,"Studio 92Y, Taylor point, Jamesstad, BR6P 5RT",BR6P 5RT,(0161) 496 0214,0115 496 0073,0191 4960063,no,0,30521.82616828549
7873,UD,1,"67 Saunders common, Jordanland, NR2Y 0TQ",NR2Y 0TQ,(0114) 496 0526,+44151 496 0456,0116 4960547,yes,0,710.0
7874,HN,0,"68 Leonard parkways, South Gareth, TN2 8SF",TN2 8SF,(0191) 4960488,0118 496 0076,+44(0)1414960869,yes,0,710.0
7875,CM,1,"2 Hyde plains, New Carole, CT4 9GL",CT4 9GL,+441214960188,0115 496 0335,0909 8790809,no,0,155337.49522895855
7876,CR,1,"52 Kirsty inlet, Port Harry, WR16 0PZ",WR16 0PZ,+449098790762,+44(0)1214960429,+44(0)1632 960 015,no,0,710.0
7877,GP,2,"Studio 72g, Timothy rapids, West Declanshire, IM3 4SW",IM3 4SW,01632960192,(0114) 4960143,0808 1570948,no,0,710.0
7878,QL,0,"608 Steven centers, Gordontown, TD24 6EY",TD24 6EY,+441134960034,020 74960333,+44(0)114 496 0056,yes,0,147402.9544743641
7879,XS,0,"Flat 17i, Robin corner, Stewartborough, DT0 7JF",DT0 7JF,(0118) 4960844,(0161)4960586,+441184960608,yes,1,32536.558157911633
7880,ZN,1,"Flat 13a, Hussain meadows, Carlyborough, S8 2FH",S8 2FH,01414960660,0808 157 0183,(0116)4960210,no,1,710.0
7881,FC,0,"Studio 3, Bell rest, Charliefurt, SG20 6XT",SG20 6XT,+44306 999 0590,(0141) 4960692,(0131) 4960327,no,1,33547.974759298035
7882,FF,0,"25 Gerard mount, Tomland, TN34 7JH",TN34 7JH,+44909 8790218,(0114) 4960789,01632 960682,no,0,49173.829457232445
7883,KE,1,"36 Guy island, Davidport, WA6 9YN",WA6 9YN,(0141) 4960563,+44306 9990580,08081570513,yes,0,710.0
7884,RV,0,"Flat 95, Kathleen mission, North Patrick, N0 3NL",N0 3NL,+44(0)1154960852,+44(0)113 496 0378,+44292018715,yes,0,31641.90744413735
7885,LV,2,"098 Victor parks, West Sandraburgh, SR6E 1EL",SR6E 1EL,+44114 496 0806,01414960725,0191 498 0048,yes,0,30970.829090737177
7886,GV,1,"17 Teresa causeway, New Jamieview, LL67 9HR",LL67 9HR,(0114) 4960392,(0115) 4960158,01314960465,yes,0,710.0
7887,PA,1,"0 Hunt dam, Robinhaven, JE4 2DH",JE4 2DH,+44(0)151 4960289,01632960695,+448081570253,yes,0,710.0
7888,JC,2,"1 Gillian square, Lake Leslie, RH11 3AA",RH11 3AA,01134960008,0116 4960497,0116 496 0167,yes,0,710.0
7889,UI,2,"Studio 3, Rita light, Alexville, BL2 6ZS",BL2 6ZS,+44(0)808 157 0125,029 2018191,+44(0)1632 960 743,yes,0,29940.764900964943
7890,QL,1,"97 Maurice lakes, West Diane, E6 1GJ",E6 1GJ,+44(0)113 496 0985,(0118) 4960093,+44(0)1164960639,no,0,63394.7856466598
7891,DW,0,"Flat 6, Parsons keys, West Kyletown, HU2 6DQ",HU2 6DQ,01414960233,+44292018547,0115 4960633,no,0,79524.00929269052
7892,MW,2,"Flat 9, Wallis lodge, Hollystad, B48 4ES",B48 4ES,(0118)4960700,(0191) 4960222,+4420 74960850,yes,0,63977.06054697774
7893,EM,1,"Studio 67, Smith meadow, Fitzgeraldborough, BD0V 4RE",BD0V 4RE,(0131) 4960250,01154960227,(0117) 496 0992,yes,0,710.0
7894,WR,1,"213 Douglas corner, North Joshuafort, NR3 5RJ",NR3 5RJ,+44(0)909 879 0752,+44(0)131 4960190,+44(0)151 4960618,no,0,710.0
7895,ZH,1,"Studio 82v, Richards green, Sullivantown, S64 5FR",S64 5FR,01174960165,+44(0)20 7496 0609,(0114) 4960209,no,0,710.0
7896,SD,0,"7 White ranch, New Marctown, L5 0AZ",L5 0AZ,0909 879 0132,(029) 2018600,0161 4960224,yes,0,172113.49446134662
7897,RY,2,"Studio 6, Justin grove, New Albert, N65 9NY",N65 9NY,+44(0)191 4960668,0191 4960162,0113 496 0227,no,0,32653.661754976798
7898,IC,2,"Studio 82, Stewart flat, Osborneside, M53 8JN",M53 8JN,08081570286,+44(0)121 496 0400,0115 496 0864,no,0,29461.00708448006
7899,VQ,2,"Flat 29V, Bailey row, North Sarahtown, SA1 1FE",SA1 1FE,+442074960367,+4420 74960279,(0121) 496 0342,no,0,266091.1026441439
7900,YQ,1,"Flat 82, Smith plains, Beverleyside, E33 6AZ",E33 6AZ,028 9018407,0115 4960570,(028) 9018 0743,yes,0,28587.51944945087
7901,VF,0,"47 Brown islands, Port Hugh, DE76 5UU",DE76 5UU,+44808 1570585,+44(0)1632960079,(0191)4960529,no,0,710.0
7902,MY,0,"Studio 20, O'Connor lake, Rhystown, TR9 4FJ",TR9 4FJ,(029) 2018643,+4420 74960031,(0117)4960655,yes,0,29895.167556254215
7903,NA,0,"Flat 51H, Forster stravenue, North Jakechester, S29 5FF",S29 5FF,+44(0)141 4960081,(0161)4960273,+441134960147,no,0,59637.0988052872
7904,QL,1,"Studio 4, Grace stravenue, East Charlottetown, M6 0SE",M6 0SE,+443069990885,+44(0)141 496 0464,+4420 74960799,yes,1,75231.04586029278
7905,XA,0,"170 Barrett freeway, East Billyborough, IV5X 8DY",IV5X 8DY,+44(0)114 496 0111,01632 960 157,0141 4960836,no,0,31060.19329466457
7906,GA,0,"Flat 39x, Saunders pass, Port David, M01 4ES",M01 4ES,(0306)9990920,+44115 4960097,0113 4960293,no,1,86440.02364547977
7907,PC,1,"44 Jodie coves, O'Neillside, GY9M 6TH",GY9M 6TH,03069990875,+44(0)131 4960552,+44(0)115 496 0320,no,1,31876.306842086786
7908,EH,0,"Flat 78j, Marian village, Port Martynmouth, N1 7PR",N1 7PR,+44(0)114 496 0888,+44113 4960468,01632960591,no,0,710.0
7909,AW,2,"68 Mistry manor, New Gary, S51 8JL",S51 8JL,+44117 496 0226,+441214960486,+44(0)28 9018 0445,no,0,31948.006406388347
7910,ZH,0,"Studio 19, June skyway, Brownberg, TA06 9LH",TA06 9LH,+44(0)151 4960831,01214960179,0113 4960213,no,0,31131.52804423036
7911,XH,2,"Studio 56, Jeremy road, South Yvonne, NN6 5HA",NN6 5HA,(0808) 157 0378,(029) 2018 0000,+44(0)115 496 0713,no,0,255532.39852196525
7912,KT,1,"Studio 4, Shirley run, New Ashleigh, L7E 5HQ",L7E 5HQ,+44121 496 0004,+44114 4960817,+44(0)9098790281,yes,0,32009.08773317705
7913,IC,0,"Flat 1, Khan parkway, Graceland, L36 9XG",L36 9XG,(0116) 4960980,+44306 9990341,01214960501,yes,0,710.0
7914,TS,0,"8 Amy stream, South Marion, M07 5QN",M07 5QN,(0115)4960291,+44151 4960788,+44(0)909 8790469,yes,0,710.0
7915,TB,2,"Flat 3, Hall isle, Thomaschester, RG8 1WU",RG8 1WU,(020) 74960008,(0114)4960035,+441174960628,yes,0,710.0
7916,GY,2,"Studio 96j, Holland islands, Port Michael, S5 3DS",S5 3DS,+441164960781,(028)9018586,(0121) 4960237,no,0,54377.82040020411
7917,QB,2,"Studio 5, Davis mountain, Lake Adrian, PL2B 4HH",PL2B 4HH,(0191) 4960914,+44(0)118 4960630,+44(0)113 4960400,yes,1,32217.247090754823
7918,AU,1,"81 Howe forges, North Joyceshire, KT7 7JQ",KT7 7JQ,+44(0)161 4960636,0141 496 0124,+441184960037,yes,0,33873.545603509876
7919,JR,1,"57 Sarah manors, Lydiafurt, FK8 8XB",FK8 8XB,(0161)4960688,+44(0)1614960382,+44118 496 0341,no,0,710.0
7920,SX,2,"Flat 70Y, Edwards shoals, Garyville, BR2V 5EB",BR2V 5EB,(0114)4960821,(0191) 4960160,+44(0)161 4960419,no,0,30358.462488946203
7921,HX,2,"Flat 26, George mission, Burrowschester, EH39 6PH",EH39 6PH,(0141) 4960438,0151 496 0793,+44(0)114 496 0102,no,0,13995.465069913984
7922,VT,1,"73 Rosie islands, Lake Nicola, E4E 2NP",E4E 2NP,(0118) 4960845,+441632 960 932,(0131)4960249,no,1,29620.050856444366
7923,TZ,0,"7 Payne center, Dobsonport, N95 3HS",N95 3HS,+44115 496 0994,(01632) 960 311,(0151)4960728,no,0,120200.78701209297
7924,HT,1,"Flat 94J, Darren gardens, New Kellytown, N80 3GY",N80 3GY,+441314960060,(0115) 4960290,+44114 496 0566,yes,0,32421.5137999857
7925,BS,2,"Flat 3, Hargreaves garden, East Danny, NG3H 1GS",NG3H 1GS,+44(0)1174960828,+441632 960880,+443069990791,yes,0,208815.98130148064
7926,OZ,2,"Flat 13e, Humphries greens, Gailburgh, LD4 0BX",LD4 0BX,(0909) 8790479,(0121) 496 0336,+441184960003,yes,0,40479.38785686343
7927,ES,2,"Studio 69, Bethany square, Kellyburgh, KY1V 6RJ",KY1V 6RJ,+44118 4960863,01632 960 338,(0191) 4960717,yes,0,42211.201492578184
7928,RK,2,"50 Sam brooks, Michaelchester, TS2R 1HP",TS2R 1HP,(0161) 4960101,+44(0)20 7496 0877,(0118) 496 0852,no,0,30310.18067787118
7929,WV,1,"3 O'Brien trail, New Pauline, HD4 9AZ",HD4 9AZ,+441414960512,+44(0)118 496 0441,(028) 9018 0199,yes,0,127573.26029958669
7930,DA,1,"583 Davis isle, New Liamport, IP68 3TQ",IP68 3TQ,01632960961,+44(0)117 4960638,(0808) 1570836,no,0,30908.351612702943
7931,UQ,1,"88 Lawrence mountains, West Amy, G66 5ZX",G66 5ZX,+44(0)1174960545,(0121) 496 0847,+44(0)289018581,no,0,710.0
7932,DZ,0,"93 Malcolm plaza, New Terryton, W5G 6RU",W5G 6RU,+44(0)115 4960472,+44(0)1632960621,+44161 496 0678,no,0,710.0
7933,CQ,2,"Flat 3, Thomas freeway, Houghtonberg, B8 3BD",B8 3BD,0289018678,+44(0)1514960929,(0114) 496 0805,no,0,30382.924648430144
7934,LC,1,"89 Bennett forks, New Antony, YO6 6FJ",YO6 6FJ,+44(0)9098790522,0113 496 0833,(0118) 496 0614,no,0,33210.78232930096
7935,VH,0,"0 Martin bridge, Ellisside, B1 0LJ",B1 0LJ,+44(0)3069990284,+44118 4960071,+44116 496 0808,yes,1,227246.07975499652
7936,FN,1,"93 Atkins stravenue, Thompsonberg, IV9V 7WA",IV9V 7WA,(0909)8790402,(0117)4960077,+44(0)121 496 0052,no,0,194543.86192090783
7937,HM,2,"Flat 47T, Danny burg, Hayesmouth, SW89 7ZH",SW89 7ZH,+44(0)289018648,+44(0)1164960246,+44(0)191 496 0654,yes,0,263207.8931920584
7938,DN,0,"Flat 3, Ross mountains, Hughesmouth, CO3M 8EZ",CO3M 8EZ,+44292018906,+441154960696,+44(0)1134960041,yes,0,710.0
7939,PM,2,"Studio 74, Simpson row, South Lesley, M2T 2XU",M2T 2XU,01632960648,0289018504,(0306) 999 0603,yes,0,252804.85813831908
7940,HV,0,"Flat 7, Bruce oval, Lindafurt, BR2M 0UG",BR2M 0UG,+441614960332,+44(0)1632 960201,+44(0)808 157 0976,no,0,184724.0543207978
7941,KT,1,"3 Bailey spur, North Darrenshire, GU19 4RN",GU19 4RN,+44118 496 0348,+44(0)161 496 0558,09098790813,no,0,31422.046021230555
7942,MA,1,"029 Brown meadows, Annbury, EN6 7RH",EN6 7RH,09098790679,+44808 157 0233,0115 4960912,yes,0,167538.17761868972
7943,IX,1,"605 Jordan square, Robertston, TF2H 1YY",TF2H 1YY,+44(0)1614960299,+441414960681,+44(0)808 1570729,yes,1,710.0
7944,HH,0,"409 Jason avenue, New Eileenbury, NN0 2DJ",NN0 2DJ,+441314960757,(0114) 4960192,+44(0)29 2018996,no,0,242396.278962091
7945,XO,2,"1 Knowles terrace, East Joshualand, G3 6UD",G3 6UD,(0118) 4960941,+44(0)28 9018545,+441214960148,yes,0,4951.996361176156
7946,AY,0,"888 Damian estates, Keithfurt, WF2 8EH",WF2 8EH,01914960693,+44(0)118 4960651,+44(0)116 4960419,yes,0,111872.66482994464
7947,OK,2,"0 Gerald highway, Oliviaside, IV1W 2UJ",IV1W 2UJ,+44131 496 0923,01632 960863,(0808)1570125,no,0,710.0
7948,DX,2,"060 Taylor ridge, Lake Hayleyfurt, M2 4AU",M2 4AU,+44113 496 0681,0116 4960953,+44(0)1414960730,yes,0,200065.0532412159
7949,CG,0,"Flat 65, Louis square, New Teresamouth, ML92 6SA",ML92 6SA,02074960395,0118 496 0606,+44117 4960218,yes,0,21788.3280958595
7950,QZ,1,"747 Beth springs, Lake Lynnport, E9E 2FX",E9E 2FX,+44114 496 0632,01214960142,+44(0)1314960683,yes,0,30167.544454062154
7951,AT,1,"Studio 13, Mills lock, New Abdul, N7C 4SF",N7C 4SF,(0115) 496 0863,(0114) 4960638,+44808 1570808,yes,0,32809.438809024534
7952,CF,0,"91 Reece islands, Mariestad, TN62 9YF",TN62 9YF,+441514960049,+44909 8790626,0118 4960729,yes,0,164108.21921046288
7953,IG,0,"930 Parkinson centers, Collinsburgh, B2H 5ZH",B2H 5ZH,0121 4960931,+44909 8790443,+44289018208,no,0,262090.93602670118
7954,TO,2,"Studio 3, Harding ranch, Lake Mauricefurt, BS1 6DE",BS1 6DE,(0151) 496 0415,(0161) 4960688,+44(0)29 2018 0519,yes,0,32900.052801306025
7955,BL,0,"Flat 34w, Zoe locks, Ballport, TD13 5EP",TD13 5EP,+442074960335,+44(0)121 496 0457,+44289018893,no,0,710.0
7956,OX,2,"778 Christine center, Lake Hazel, L2 4YL",L2 4YL,+44141 4960555,+44(0)808 1570471,+44(0)1414960810,yes,1,218087.03447414443
7957,YR,2,"3 Williams alley, East Samanthaview, L3 4BQ",L3 4BQ,0306 9990247,+44116 496 0057,(0114) 496 0463,yes,0,710.0
7958,ZI,2,"Studio 90u, Dean haven, West Charleneborough, DG1 5ES",DG1 5ES,(0131)4960863,(0131) 496 0115,+44(0)1164960666,no,0,710.0
7959,AO,0,"673 Luke camp, Barlowtown, G3 4ZF",G3 4ZF,+44(0)29 2018798,(0121)4960162,+44(0)1314960143,no,1,31556.50442521934
7960,ZM,1,"24 Frost loaf, Macdonaldtown, G4 3BD",G4 3BD,(0116)4960786,(0118)4960874,(0118) 496 0700,no,0,32056.52457356369
7961,AJ,0,"03 Briggs canyon, North Leslie, CF8X 5FY",CF8X 5FY,+44(0)20 74960951,+44(0)131 4960753,+441164960100,yes,0,29680.853603349595
7962,QY,0,"4 Anderson highway, Julianstad, E81 0RS",E81 0RS,+44113 4960136,+44(0)115 4960772,01184960950,no,0,4438.075520557692
7963,KK,0,"881 Bruce lakes, Lake Katherineview, CW0 1AE",CW0 1AE,0306 999 0698,(0161) 4960813,01164960835,yes,1,29210.426271348362
7964,FN,0,"Studio 34, Brown light, Hilaryhaven, S3W 0ED",S3W 0ED,01184960092,0116 4960551,01144960869,no,1,31662.011599898167
7965,VY,2,"Flat 87h, Sandra oval, East Diana, NR7 8PQ",NR7 8PQ,0191 498 0690,01414960434,(0113)4960276,no,1,29365.535988102052
7966,OV,2,"Flat 1, Dean fork, Denisehaven, B52 6AL",B52 6AL,(0131) 4960022,01514960482,+44(0)161 4960943,yes,0,710.0
7967,YP,2,"39 Anna street, Deanburgh, DL3 0BL",DL3 0BL,(020) 74960226,+44(0)191 496 0331,(0117) 496 0562,yes,1,10827.538859894237
7968,JF,0,"661 Kim neck, Port Laurenchester, G5 2EX",G5 2EX,+4420 7496 0120,+441314960996,+44(0)3069990782,no,0,31156.52961304413
7969,CV,1,"0 Gillian street, Port Jamiefurt, RG4 3DL",RG4 3DL,0118 4960726,+449098790531,0115 496 0243,no,0,218395.35182944464
7970,EA,1,"30 Jill flats, East Arthur, M3C 6UR",M3C 6UR,01184960101,+44(0)29 2018451,0909 8790223,yes,0,710.0
7971,AM,0,"Studio 57v, Blake dale, Georginatown, S64 2GA",S64 2GA,0191 498 0008,(0151) 4960149,(028) 9018954,yes,1,710.0
7972,JE,2,"507 Gray wall, Walkerville, L7E 1PH",L7E 1PH,+44(0)131 4960717,0118 4960446,+441164960863,no,0,32221.41555744711
7973,RB,2,"617 Yates divide, Lake Clarebury, SG0 3XR",SG0 3XR,(0131) 496 0100,0141 496 0838,09098790714,yes,1,135436.19495207805
7974,OY,1,"Studio 05u, Maureen valley, South Dennis, DN7 2ZR",DN7 2ZR,(028) 9018748,(0117) 4960669,+44121 496 0430,yes,1,710.0
7975,ZA,0,"748 Lydia skyway, Hardingmouth, SL3 3EQ",SL3 3EQ,0808 157 0012,(01632) 960883,01632960552,no,0,32304.083704237237
7976,PU,0,"Studio 32m, Willis greens, East Jasmine, BH5B 9DN",BH5B 9DN,(0306) 9990967,+44(0)1164960916,+44113 496 0539,no,0,240246.2193408461
7977,VU,2,"Studio 92, Teresa row, Anneburgh, N0 4AP",N0 4AP,+44(0)306 9990040,0909 8790510,+44(0)121 496 0286,yes,0,710.0
7978,DW,1,"Studio 67, Davis vista, Francischester, LN2W 5YG",LN2W 5YG,+441154960418,+44(0)113 496 0172,+44(0)1144960518,no,0,710.0
7979,HR,0,"7 Taylor burg, Benfort, B45 9HD",B45 9HD,(028) 9018056,+4420 7496 0509,+441632960947,no,0,30671.937375408284
7980,DK,1,"Studio 8, White spring, Johnstonhaven, W24 0LY",W24 0LY,0131 4960847,028 9018562,0808 1570456,no,0,28425.48746270468
7981,QZ,1,"Flat 3, Nicole forks, New Terence, E3 5HH",E3 5HH,+44151 496 0996,(0121) 496 0272,(0141) 4960614,yes,0,30579.06328602575
7982,DS,2,"Flat 8, Teresa circles, North Teresaport, M5K 9UX",M5K 9UX,0909 8790688,+44306 9990391,(0141) 496 0219,yes,1,710.0
7983,AG,0,"5 Steven cliff, Summersfurt, CV18 5PW",CV18 5PW,01154960100,+44(0)20 7496 0751,+44808 1570533,no,0,710.0
7984,MN,2,"Flat 42N, Nicole bridge, Connorburgh, S7 2GH",S7 2GH,+44808 157 0504,0115 4960619,(0116) 4960391,yes,0,176489.8628571095
7985,KT,1,"Studio 93a, Kelly pike, Burtonside, N47 0HR",N47 0HR,(0113)4960119,+44(0)1214960779,+44(0)191 496 0942,no,0,710.0
7986,UJ,2,"Flat 6, Jones drive, Darrenview, CB0B 3WT",CB0B 3WT,+44(0)131 496 0279,(0116) 496 0902,(028)9018579,no,0,31080.747908658355
7987,ZD,1,"35 Powell drives, Taylorshire, B2B 1PD",B2B 1PD,(0131) 496 0017,(0808)1570109,+44(0)1632 960 075,no,0,81193.75841068778
7988,XQ,0,"5 Bruce center, Lake Stewart, M40 0LW",M40 0LW,01174960044,+44151 496 0632,+4420 74960081,yes,0,32908.48106107454
7989,JQ,1,"36 Talbot valleys, New Julie, N75 7GE",N75 7GE,+44909 8790239,0161 496 0090,+4420 7496 0843,yes,0,85678.01623141851
7990,RV,1,"Flat 59, Owen corners, Port Jakeside, N96 2SX",N96 2SX,+44113 4960955,(0114) 496 0579,0114 4960511,yes,0,30857.005673120155
7991,RQ,2,"Studio 77, Ben squares, East Christopherville, N4G 9TR",N4G 9TR,01914960838,(0151)4960996,+44(0)161 4960348,no,0,159805.7877170789
7992,QO,1,"Flat 56l, Bradshaw cliff, Katestad, SO1X 7LQ",SO1X 7LQ,+44(0)1632 960117,01632 960 798,(0141)4960000,no,0,52318.42281578307
7993,GE,1,"851 Wallis corners, New Thomas, CR9 6HA",CR9 6HA,(0909) 8790883,+44(0)1632960725,+44(0)121 4960392,yes,0,710.0
7994,PW,1,"Flat 85, Barrett forge, Lake Georgeborough, S45 0LS",S45 0LS,+44121 4960469,+443069990383,(0141) 4960264,no,0,245948.04795731034
7995,CM,0,"85 Martin shores, Jasonbury, S04 3JU",S04 3JU,0141 496 0210,(0114) 4960886,+44(0)1134960969,yes,0,26381.76389419541
7996,GW,0,"Studio 2, Dale burgs, East Dorothybury, N01 9UG",N01 9UG,+443069990858,(029) 2018528,+44113 496 0512,no,0,710.0
7997,JG,2,"Flat 5, Anderson fall, Leanneton, NN1 9PZ",NN1 9PZ,+44306 999 0087,0306 999 0103,+44(0)9098790390,yes,0,710.0
7998,MZ,2,"Flat 15, Page shores, Port Trevor, IG1 3XT",IG1 3XT,+44909 8790521,+44117 496 0379,+44(0)1174960943,no,0,31203.301905135173
7999,HF,2,"Studio 81, Lynn meadow, Jonesview, M6J 8WD",M6J 8WD,+44(0)292018949,+44131 4960449,0115 496 0456,yes,0,32835.18440915229
8000,HE,1,"7 Eileen station, Savageland, G6G 5WN",G6G 5WN,+44(0)1164960590,+44(0)161 4960142,+44113 496 0849,yes,1,31186.281563748344
8001,GV,0,"896 Laura highway, North Susan, S1U 0NJ",S1U 0NJ,+44(0)1154960386,(0114) 4960606,01314960437,yes,0,229793.8503906163
8002,NE,2,"99 Wright ferry, Mistrystad, BR9 4JU",BR9 4JU,(020)74960374,+4428 9018998,01164960654,no,0,710.0
8003,VX,1,"749 Douglas brook, Clareborough, M33 5ZR",M33 5ZR,+44116 496 0406,08081570672,0113 4960231,no,0,710.0
8004,JU,0,"Studio 25, King mission, Lewisbury, S9C 6QG",S9C 6QG,0306 999 0215,(0117) 496 0482,(028) 9018 0249,yes,0,32211.3550585537
8005,OZ,1,"72 Pollard centers, Eleanorhaven, E01 8QS",E01 8QS,+44116 496 0588,+44(0)20 7496 0753,+44(0)28 9018 0327,no,0,30670.373580224757
8006,ZW,0,"Flat 02B, George view, Ronaldside, L02 7UD",L02 7UD,+44151 496 0202,+44118 4960288,+441144960524,yes,0,110497.40680708489
8007,OQ,0,"81 Joanne wells, New Ann, L2W 1BS",L2W 1BS,+441632960332,+44289018421,+44(0)8081570148,no,0,31788.193796017407
8008,DM,0,"64 Leon roads, Derekfort, GU56 2WL",GU56 2WL,0117 4960369,+442074960401,+44131 4960997,no,1,710.0
8009,JC,1,"63 Murphy run, Hutchinsonchester, LL3N 6WA",LL3N 6WA,01614960293,+44(0)292018490,+44(0)121 496 0741,no,0,31753.281209576206
8010,LA,1,"Studio 60, Benjamin extensions, Woodfort, E51 8XJ",E51 8XJ,+44(0)292018576,(0808) 157 0637,01134960935,yes,1,710.0
8011,GV,2,"Studio 28, Gill throughway, Port Samchester, BR1 9RG",BR1 9RG,+4428 9018 0329,+44(0)115 496 0488,(0113) 4960219,yes,0,710.0
8012,YT,1,"Studio 03, Stephanie springs, Thorpeland, G9D 0UE",G9D 0UE,+448081570903,+44161 496 0907,0808 157 0867,no,0,710.0
8013,ZU,1,"Studio 49a, Kerr brook, Josephville, B27 2SZ",B27 2SZ,(0113) 4960451,(01632)960228,+44121 496 0306,yes,0,29824.524875891922
8014,HA,0,"81 Julian pine, Reeceburgh, S1 5UR",S1 5UR,(0306) 999 0289,028 9018078,+44(0)161 496 0672,no,1,710.0
8015,IO,2,"749 Bolton tunnel, Port Carlbury, SR0V 0NR",SR0V 0NR,+44306 999 0829,01134960278,+44(0)306 9990497,yes,0,33049.95131341858
8016,JE,2,"Studio 50m, Mitchell spur, Port Elaine, KA5V 2PA",KA5V 2PA,(0113) 496 0689,0117 4960945,+4429 2018 0873,no,0,232051.12746185611
8017,NY,2,"673 Stacey cove, West Carol, DH2 5EA",DH2 5EA,+44114 4960753,01632 960 723,09098790832,no,0,228095.84298217224
8018,DV,2,"Flat 18, Damien meadow, South Sharon, S9E 9RX",S9E 9RX,(020)74960212,(0808) 157 0558,01164960998,yes,0,7050.768554376093
8019,VY,2,"7 Marc islands, South Lynneland, W8D 0PW",W8D 0PW,+44118 4960019,09098790580,0292018221,no,0,29988.693297421425
8020,UB,2,"Flat 85, Victor harbor, Davisberg, W7 2YN",W7 2YN,(028)9018035,+441214960643,(0808) 1570900,yes,0,132010.93706591876
8021,VH,2,"Flat 3, Stacey cliff, West Marian, DT8 4TG",DT8 4TG,+44(0)1184960273,+44(0)141 496 0722,+441632 960283,yes,0,31355.60072295832
8022,WA,2,"777 Payne centers, South Angelaborough, PR85 3QQ",PR85 3QQ,+44(0)28 9018 0319,029 2018230,(0131)4960208,no,0,31651.389555255784
8023,NO,1,"6 Leanne row, West Hilary, M6 7PS",M6 7PS,+44(0)151 496 0695,(0306) 999 0614,(0141) 496 0693,yes,0,29543.200559236277
8024,IL,1,"Studio 51s, Howe vista, West Ellie, M9 3NR",M9 3NR,01314960311,+44114 4960928,+44(0)1214960616,no,0,710.0
8025,CJ,1,"Flat 88, Lorraine streets, Susanberg, S9 8BB",S9 8BB,(0306)9990133,(0909) 8790767,(0161)4960855,no,0,33375.70796393259
8026,ZV,2,"Flat 76, Benjamin branch, South Frank, NE9 9LA",NE9 9LA,+44(0)1164960655,+44(0)292018463,(0161) 4960633,yes,0,31092.37998746422
8027,CH,2,"35 Cook crescent, Dixonbury, IV17 8ZB",IV17 8ZB,(0161)4960956,(029) 2018 0173,+44289018022,yes,0,31268.32106488165
